年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2009,サテライトリーグ Ｃグループ,第１８日,12/16(水),15:00,千葉,1-2,鹿島,ユナパ,481,
2019,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,,02/16(土),13:35,川崎Ｆ,1-0,浦和,埼玉,"52,587",日本テレビ系全国ネットにて生中継
2019,Ｊ１,第１節第１日,02/22(金),19:33,Ｃ大阪,1-0,神戸,ヤンマー,"42,221",ＤＡＺＮ
2019,Ｊ１,第１節第２日,02/23(土),14:03,鳥栖,0-4,名古屋,駅スタ,"18,382",ＤＡＺＮ／ＮＨＫ佐賀
2019,Ｊ１,第１節第２日,02/23(土),14:03,広島,1-1,清水,Ｅスタ,"14,084",ＤＡＺＮ
2019,Ｊ１,第１節第２日,02/23(土),14:03,川崎Ｆ,0-0,FC東京,等々力,"23,113",ＤＡＺＮ／ＮＨＫ総合
2019,Ｊ１,第１節第２日,02/23(土),14:04,仙台,0-0,浦和,ユアスタ,"18,567",ＤＡＺＮ／ＮＨＫ仙台
2019,Ｊ１,第１節第２日,02/23(土),15:03,鹿島,1-2,大分,カシマ,"19,463",ＤＡＺＮ／ＮＨＫ大分
2019,Ｊ１,第１節第２日,02/23(土),15:04,磐田,1-1,松本,ヤマハ,"14,469",ＤＡＺＮ
2019,Ｊ１,第１節第２日,02/23(土),15:04,Ｇ大阪,2-3,横浜FM,パナスタ,"27,064",ＤＡＺＮ
2019,Ｊ１,第１節第２日,02/23(土),16:03,湘南,2-0,札幌,ＢＭＷス,"13,249",ＤＡＺＮ
2019,Ｊ２,第１節第１日,02/24(日),13:03,鹿児島,4-3,徳島,白波スタ,"7,483",ＤＡＺＮ／鹿児島テレビ
2019,Ｊ２,第１節第１日,02/24(日),14:03,岡山,0-1,水戸,Ｃスタ,"9,256",ＤＡＺＮ
2019,Ｊ２,第１節第１日,02/24(日),14:03,京都,0-0,新潟,西京極,"14,069",ＤＡＺＮ／ＫＢＳ京都（録）
2019,Ｊ２,第１節第１日,02/24(日),14:03,大宮,0-0,甲府,ＮＡＣＫ,"12,090",ＤＡＺＮ／テレ玉
2019,Ｊ２,第１節第１日,02/24(日),14:03,栃木,0-0,金沢,栃木グ,"5,863",ＤＡＺＮ／とちぎテレビ（録）
2019,Ｊ２,第１節第１日,02/24(日),14:03,岐阜,2-0,山形,長良川,"8,878",ＤＡＺＮ／岐阜放送
2019,Ｊ２,第１節第１日,02/24(日),14:03,長崎,1-0,横浜FC,トラスタ,"11,924",ＤＡＺＮ
2019,Ｊ２,第１節第１日,02/24(日),14:04,町田,1-0,東京Ｖ,町田,"8,814",ＤＡＺＮ
2019,Ｊ２,第１節第１日,02/24(日),16:03,琉球,3-1,福岡,タピスタ,"7,385",ＤＡＺＮ
2019,Ｊ２,第１節第１日,02/24(日),16:03,愛媛,0-0,千葉,ニンスタ,"6,212",ＤＡＺＮ／南海放送（録）
2019,Ｊ２,第１節第１日,02/24(日),16:03,山口,1-2,柏,みらスタ,"8,440",ＤＡＺＮ
2019,Ｊ１,第２節第１日,03/01(金),19:03,川崎Ｆ,1-1,鹿島,等々力,"23,927",ＤＡＺＮ
2019,Ｊ１,第２節第１日,03/01(金),19:03,広島,0-0,磐田,Ｅスタ,"7,741",ＤＡＺＮ
2019,Ｊ１,第２節第２日,03/02(土),13:03,横浜FM,2-1,仙台,日産ス,"22,751",ＤＡＺＮ
2019,Ｊ１,第２節第２日,03/02(土),14:03,清水,2-4,Ｇ大阪,アイスタ,"16,710",ＤＡＺＮ／テレビ静岡
2019,Ｊ１,第２節第２日,03/02(土),14:03,名古屋,2-0,Ｃ大阪,パロ瑞穂,"19,861",ＤＡＺＮ／ＮＨＫ名古屋
2019,Ｊ１,第２節第２日,03/02(土),15:03,神戸,1-0,鳥栖,ノエスタ,"25,172",ＤＡＺＮ／ＮＨＫ　ＢＳ１
2019,Ｊ１,第２節第２日,03/02(土),16:03,湘南,2-3,FC東京,ＢＭＷス,"12,878",ＤＡＺＮ
2019,Ｊ１,第２節第２日,03/02(土),16:04,浦和,0-2,札幌,埼玉,"41,109",ＤＡＺＮ／テレ玉
2019,Ｊ１,第２節第２日,03/02(土),16:05,大分,0-1,松本,昭和電ド,"13,329",ＤＡＺＮ
2019,Ｊ２,第２節第１日,03/02(土),13:03,山口,2-5,甲府,みらスタ,"4,001",ＤＡＺＮ／山口朝日放送
2019,Ｊ２,第２節第１日,03/02(土),14:03,京都,2-1,鹿児島,西京極,"4,923",ＤＡＺＮ
2019,Ｊ２,第２節第１日,03/02(土),14:03,大宮,3-4,琉球,ＮＡＣＫ,"7,867",ＤＡＺＮ
2019,Ｊ２,第２節第１日,03/02(土),15:03,柏,1-0,町田,三協Ｆ柏,"10,134",ＤＡＺＮ
2019,Ｊ２,第２節第１日,03/02(土),15:12,福岡,0-0,長崎,博多陸,"12,028",ＤＡＺＮ／ＮＨＫ福岡／ＮＨＫ長崎
2019,Ｊ２,第２節第２日,03/03(日),14:03,千葉,1-4,新潟,フクアリ,"12,441",ＤＡＺＮ
2019,Ｊ２,第２節第２日,03/03(日),14:03,横浜FC,0-2,山形,ニッパツ,"3,787",ＤＡＺＮ
2019,Ｊ２,第２節第２日,03/03(日),14:03,岡山,2-1,金沢,Ｃスタ,"5,298",ＤＡＺＮ
2019,Ｊ２,第２節第２日,03/03(日),14:03,水戸,3-0,栃木,Ｋｓスタ,"5,939",ＤＡＺＮ
2019,Ｊ２,第２節第２日,03/03(日),14:03,徳島,1-0,岐阜,鳴門大塚,"7,898",ＤＡＺＮ
2019,Ｊ２,第２節第２日,03/03(日),15:03,愛媛,1-0,東京Ｖ,ニンスタ,"2,540",ＤＡＺＮ／南海放送（録）
2019,ＹＬＣ グループステージＡグループ,第１節第１日,03/06(水),19:03,長崎,2-1,湘南,トラスタ,"3,019",スカパー！
2019,ＹＬＣ グループステージＡグループ,第１節第１日,03/06(水),19:33,横浜FM,1-1,札幌,ニッパツ,"6,531",フジテレビＮＥＸＴ／スカパー！
2019,ＹＬＣ グループステージＢグループ,第１節第１日,03/06(水),19:03,柏,2-1,FC東京,三協Ｆ柏,"4,521",スカパー！
2019,ＹＬＣ グループステージＢグループ,第１節第１日,03/06(水),19:33,鳥栖,1-3,仙台,駅スタ,"5,436",スカパー！
2019,ＹＬＣ グループステージＣグループ,第１節第１日,03/06(水),19:03,大分,2-1,Ｃ大阪,昭和電ド,"5,320",スカパー！
2019,ＹＬＣ グループステージＣグループ,第１節第１日,03/06(水),19:03,名古屋,2-2,神戸,パロ瑞穂,"13,570",フジテレビＯＮＥ／スカパー！
2019,ＹＬＣ グループステージＤグループ,第１節第１日,03/06(水),19:03,磐田,1-0,Ｇ大阪,ヤマハ,"7,100",スカパー！
2019,ＹＬＣ グループステージＤグループ,第１節第１日,03/06(水),19:04,松本,2-1,清水,サンアル,"8,048",スカパー！
2019,Ｊ１,第３節第１日,03/09(土),14:03,札幌,5-2,清水,札幌ド,"22,692",ＤＡＺＮ／ＮＨＫ札幌
2019,Ｊ１,第３節第１日,03/09(土),14:04,松本,0-1,浦和,サンアル,"18,922",ＤＡＺＮ／ＮＨＫ長野
2019,Ｊ１,第３節第１日,03/09(土),15:03,Ｇ大阪,2-3,名古屋,パナスタ,"26,865",ＤＡＺＮ
2019,Ｊ１,第３節第１日,03/09(土),15:04,磐田,1-2,大分,ヤマハ,"12,345",ＤＡＺＮ
2019,Ｊ１,第３節第１日,03/09(土),16:03,Ｃ大阪,0-1,広島,ヤンマー,"12,044",ＤＡＺＮ
2019,Ｊ１,第３節第１日,03/09(土),16:03,鹿島,1-0,湘南,カシマ,"16,659",ＤＡＺＮ
2019,Ｊ２,第３節第１日,03/09(土),13:04,福岡,0-1,京都,博多陸,"6,259",ＤＡＺＮ／テレビ西日本
2019,Ｊ２,第３節第１日,03/09(土),14:03,東京Ｖ,2-1,金沢,味スタ,"5,798",ＤＡＺＮ
2019,Ｊ２,第３節第１日,03/09(土),14:03,鹿児島,0-1,甲府,白波スタ,"4,315",ＤＡＺＮ／鹿児島放送
2019,Ｊ２,第３節第１日,03/09(土),14:03,長崎,0-1,水戸,トラスタ,"6,744",ＤＡＺＮ
2019,Ｊ２,第３節第１日,03/09(土),14:04,新潟,0-1,柏,デンカＳ,"20,486",ＤＡＺＮ
2019,Ｊ２,第３節第１日,03/09(土),15:03,岐阜,2-1,岡山,長良川,"6,525",ＤＡＺＮ
2019,Ｊ３,第１節第１日,03/09(土),13:03,藤枝,1-0,福島,藤枝サ,"2,476",ＤＡＺＮ
2019,Ｊ１,第３節第２日,03/10(日),14:03,FC東京,2-0,鳥栖,味スタ,"27,937",ＤＡＺＮ／ＴＯＫＹＯ　ＭＸ
2019,Ｊ１,第３節第２日,03/10(日),14:03,横浜FM,2-2,川崎Ｆ,日産ス,"36,216",ＤＡＺＮ
2019,Ｊ１,第３節第２日,03/10(日),14:05,仙台,1-3,神戸,ユアスタ,"19,503",ＤＡＺＮ／ＮＨＫ　ＢＳ１
2019,Ｊ２,第３節第２日,03/10(日),14:03,千葉,2-5,山口,フクアリ,"8,203",ＤＡＺＮ
2019,Ｊ２,第３節第２日,03/10(日),14:03,徳島,0-1,大宮,鳴門大塚,"3,870",ＤＡＺＮ
2019,Ｊ２,第３節第２日,03/10(日),14:03,栃木,0-1,横浜FC,栃木グ,"4,829",ＤＡＺＮ
2019,Ｊ２,第３節第２日,03/10(日),14:04,町田,0-3,山形,町田,"4,172",ＤＡＺＮ
2019,Ｊ２,第３節第２日,03/10(日),16:03,琉球,2-0,愛媛,タピスタ,"2,428",ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),13:03,YS横浜,3-4,鳥取,ニッパツ,"1,610",ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),13:03,相模原,0-0,富山,ギオンス,"3,852",ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),13:03,讃岐,1-0,岩手,ピカスタ,"2,342",ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),13:03,熊本,2-2,長野,えがおＳ,"6,478",ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),14:03,Ｇ大23,2-2,八戸,パナスタ,"1,094",ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),14:03,Ｃ大23,2-1,沼津,ヤンマー,893,ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),14:03,北九州,2-0,Ｆ東23,ミクスタ,"4,058",ＤＡＺＮ
2019,Ｊ３,第１節第２日,03/10(日),17:03,群馬,2-2,秋田,正田スタ,"3,691",ＤＡＺＮ／群馬テレビ（録）
2019,ＹＬＣ グループステージＡグループ,第２節第１日,03/13(水),19:03,湘南,2-0,横浜FM,ＢＭＷス,"8,260",フジテレビＴＷＯ／スカパー！
2019,ＹＬＣ グループステージＡグループ,第２節第１日,03/13(水),19:03,札幌,0-0,長崎,札幌ド,"7,023",スカパー！
2019,ＹＬＣ グループステージＢグループ,第２節第１日,03/13(水),19:03,仙台,2-1,FC東京,ユアスタ,"6,304",スカパー！
2019,ＹＬＣ グループステージＢグループ,第２節第１日,03/13(水),19:03,柏,0-1,鳥栖,三協Ｆ柏,"4,376",スカパー！
2019,ＹＬＣ グループステージＣグループ,第２節第１日,03/13(水),19:03,名古屋,2-1,大分,パロ瑞穂,"10,156",スカパー！
2019,ＹＬＣ グループステージＣグループ,第２節第１日,03/13(水),19:03,神戸,0-0,Ｃ大阪,神戸ユ,"7,414",フジテレビＯＮＥ／スカパー！
2019,ＹＬＣ グループステージＤグループ,第２節第１日,03/13(水),19:03,Ｇ大阪,2-1,松本,パナスタ,"7,430",スカパー！
2019,ＹＬＣ グループステージＤグループ,第２節第１日,03/13(水),19:03,清水,1-0,磐田,アイスタ,"8,239",スカパー！
2019,Ｊ２,第４節第１日,03/16(土),14:03,東京Ｖ,2-3,栃木,味スタ,"3,245",ＤＡＺＮ
2019,Ｊ２,第４節第１日,03/16(土),14:03,横浜FC,1-2,新潟,ニッパツ,"6,222",ＤＡＺＮ
2019,Ｊ２,第４節第１日,03/16(土),18:03,琉球,2-1,徳島,タピスタ,"3,460",ＤＡＺＮ
2019,Ｊ３,第２節第１日,03/16(土),13:03,藤枝,1-0,熊本,藤枝サ,"1,470",ＤＡＺＮ
2019,Ｊ３,第２節第１日,03/16(土),14:03,Ｃ大23,1-0,YS横浜,ヤンマー,647,ＤＡＺＮ
2019,Ｊ３,第２節第１日,03/16(土),14:03,Ｆ東23,0-1,岩手,味フィ西,"1,049",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),13:03,鳥栖,1-0,磐田,駅スタ,"14,624",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),13:33,FC東京,1-0,名古屋,味スタ,"25,656",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),14:03,神戸,1-1,清水,ノエスタ,"22,542",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),14:03,札幌,1-3,鹿島,札幌ド,"23,002",ＤＡＺＮ／ＮＨＫ　ＢＳ１
2019,Ｊ１,第４節第１日,03/17(日),15:03,広島,1-0,松本,Ｅスタ,"13,131",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),15:03,川崎Ｆ,0-1,Ｇ大阪,等々力,"23,982",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),15:03,Ｃ大阪,1-2,浦和,ヤンマー,"21,022",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),16:03,大分,2-0,横浜FM,昭和電ド,"11,848",ＤＡＺＮ
2019,Ｊ１,第４節第１日,03/17(日),17:03,湘南,2-1,仙台,ＢＭＷス,"9,290",ＤＡＺＮ
2019,Ｊ２,第４節第２日,03/17(日),14:03,岡山,2-1,福岡,Ｃスタ,"7,677",ＤＡＺＮ／ＮＨＫ岡山
2019,Ｊ２,第４節第２日,03/17(日),14:03,山形,1-0,大宮,ＮＤスタ,"10,122",ＤＡＺＮ
2019,Ｊ２,第４節第２日,03/17(日),14:03,岐阜,0-0,鹿児島,長良川,"4,679",ＤＡＺＮ／岐阜放送（録）
2019,Ｊ２,第４節第２日,03/17(日),14:03,京都,0-1,柏,西京極,"6,143",ＤＡＺＮ／ＫＢＳ京都（録）
2019,Ｊ２,第４節第２日,03/17(日),14:03,水戸,1-1,千葉,Ｋｓスタ,"5,341",ＤＡＺＮ
2019,Ｊ２,第４節第２日,03/17(日),14:03,甲府,2-0,長崎,中銀スタ,"15,665",ＤＡＺＮ
2019,Ｊ２,第４節第２日,03/17(日),14:04,金沢,6-1,町田,石川西部,"3,709",ＤＡＺＮ
2019,Ｊ２,第４節第２日,03/17(日),16:03,愛媛,2-1,山口,ニンスタ,"2,798",ＤＡＺＮ／南海放送（録）
2019,Ｊ３,第２節第２日,03/17(日),13:03,長野,0-2,八戸,長野Ｕ,"4,247",ＤＡＺＮ
2019,Ｊ３,第２節第２日,03/17(日),13:03,讃岐,1-0,秋田,ピカスタ,"2,145",ＤＡＺＮ
2019,Ｊ３,第２節第２日,03/17(日),13:03,群馬,2-1,相模原,正田スタ,"3,303",ＤＡＺＮ
2019,Ｊ３,第２節第２日,03/17(日),13:03,沼津,0-0,Ｇ大23,愛鷹,"2,567",ＤＡＺＮ
2019,Ｊ３,第２節第２日,03/17(日),13:03,鳥取,0-2,北九州,とりスタ,"2,686",ＤＡＺＮ
2019,Ｊ３,第２節第２日,03/17(日),14:03,富山,1-3,福島,富山,"2,434",ＤＡＺＮ
2019,Ｊ２,第５節第１日,03/23(土),14:02,新潟,0-1,福岡,デンカＳ,"11,740",ＤＡＺＮ／新潟総合テレビ
2019,Ｊ２,第５節第１日,03/23(土),14:03,横浜FC,2-0,岐阜,ニッパツ,"3,470",ＤＡＺＮ
2019,Ｊ２,第５節第１日,03/23(土),14:03,大宮,1-1,水戸,ＮＡＣＫ,"8,423",ＤＡＺＮ／テレ玉
2019,Ｊ２,第５節第１日,03/23(土),14:04,甲府,1-1,金沢,中銀スタ,"7,141",ＤＡＺＮ／山梨放送
2019,Ｊ２,第５節第１日,03/23(土),15:03,柏,0-1,岡山,三協Ｆ柏,"7,845",ＤＡＺＮ
2019,Ｊ２,第５節第１日,03/23(土),17:03,愛媛,0-1,長崎,ニンスタ,"2,622",ＤＡＺＮ／南海放送（録）
2019,Ｊ３,第３節第１日,03/23(土),14:03,Ｆ東23,0-1,藤枝,味フィ西,983,ＤＡＺＮ
2019,Ｊ３,第３節第１日,03/23(土),14:03,長野,1-1,Ｃ大23,長野Ｕ,"2,153",ＤＡＺＮ／長野朝日放送
2019,Ｊ２,第５節第２日,03/24(日),13:03,鹿児島,0-1,町田,白波スタ,"7,192",ＤＡＺＮ
2019,Ｊ２,第５節第２日,03/24(日),14:03,千葉,1-1,京都,フクアリ,"10,309",ＤＡＺＮ
2019,Ｊ２,第５節第２日,03/24(日),14:03,徳島,1-1,東京Ｖ,鳴門大塚,"4,851",ＤＡＺＮ
2019,Ｊ２,第５節第２日,03/24(日),14:03,山形,1-1,琉球,ＮＤスタ,"6,411",ＤＡＺＮ
2019,Ｊ２,第５節第２日,03/24(日),16:03,山口,0-1,栃木,みらスタ,"5,002",ＤＡＺＮ
2019,Ｊ３,第３節第２日,03/24(日),13:03,八戸,3-4,YS横浜,ダイスタ,"2,162",ＤＡＺＮ
2019,Ｊ３,第３節第２日,03/24(日),13:03,熊本,0-0,讃岐,えがおＳ,"4,340",ＤＡＺＮ
2019,Ｊ３,第３節第２日,03/24(日),13:03,岩手,3-1,秋田,いわスタ,"2,084",ＤＡＺＮ／テレビ岩手
2019,Ｊ３,第３節第２日,03/24(日),13:04,相模原,2-1,鳥取,ギオンス,"2,723",ＤＡＺＮ
2019,Ｊ３,第３節第２日,03/24(日),13:04,福島,0-1,沼津,とうスタ,"1,520",ＤＡＺＮ
2019,Ｊ３,第３節第２日,03/24(日),14:03,Ｇ大23,0-1,北九州,パナスタ,"1,270",ＤＡＺＮ
2019,Ｊ３,第３節第２日,03/24(日),14:03,富山,1-0,群馬,富山,"2,089",ＤＡＺＮ
2019,Ｊ１,第５節第１日,03/29(金),19:33,横浜FM,0-0,鳥栖,日産ス,"20,688",ＤＡＺＮ
2019,Ｊ１,第５節第２日,03/30(土),14:03,名古屋,4-0,札幌,豊田ス,"31,083",ＤＡＺＮ
2019,Ｊ１,第５節第２日,03/30(土),14:03,仙台,0-2,Ｃ大阪,ユアスタ,"10,931",ＤＡＺＮ
2019,Ｊ１,第５節第２日,03/30(土),14:04,浦和,1-1,FC東京,埼玉,"39,055",ＤＡＺＮ／テレ玉
2019,Ｊ１,第５節第２日,03/30(土),15:03,磐田,1-1,鹿島,ヤマハ,"13,111",ＤＡＺＮ
2019,Ｊ１,第５節第２日,03/30(土),17:03,Ｇ大阪,3-4,神戸,パナスタ,"37,076",ＤＡＺＮ
2019,Ｊ１,第５節第２日,03/30(土),19:03,大分,0-1,広島,昭和電ド,"11,443",ＤＡＺＮ／ＮＨＫ　ＢＳ１
2019,Ｊ２,第６節第１日,03/30(土),13:04,福岡,0-1,千葉,博多陸,"5,789",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),14:03,東京Ｖ,2-0,柏,味スタ,"5,708",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),14:03,岡山,1-1,甲府,Ｃスタ,"7,298",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),14:03,栃木,0-0,山形,栃木グ,"4,152",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),14:03,徳島,1-0,新潟,鳴門大塚,"4,088",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),14:03,長崎,0-1,大宮,トラスタ,"7,925",ＤＡＺＮ／長崎国際テレビ
2019,Ｊ２,第６節第１日,03/30(土),14:03,町田,1-0,愛媛,町田,"3,317",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),14:05,金沢,1-0,横浜FC,石川西部,"2,543",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),15:03,水戸,1-0,鹿児島,Ｋｓスタ,"3,886",ＤＡＺＮ
2019,Ｊ２,第６節第１日,03/30(土),15:03,岐阜,1-1,京都,長良川,"5,508",ＤＡＺＮ／岐阜放送（録）
2019,Ｊ２,第６節第１日,03/30(土),18:03,琉球,2-2,山口,タピスタ,"3,789",ＤＡＺＮ
2019,Ｊ３,第４節第１日,03/30(土),13:03,群馬,0-1,八戸,正田スタ,"2,206",ＤＡＺＮ
2019,Ｊ３,第４節第１日,03/30(土),13:03,沼津,1-2,讃岐,愛鷹,"1,743",ＤＡＺＮ
2019,Ｊ３,第４節第１日,03/30(土),14:03,Ｃ大23,6-1,藤枝,ヤンマー,670,ＤＡＺＮ
2019,Ｊ１,第５節第３日,03/31(日),14:03,松本,0-2,川崎Ｆ,サンアル,"18,563",ＤＡＺＮ／信越放送
2019,Ｊ１,第５節第３日,03/31(日),14:03,清水,1-3,湘南,アイスタ,"17,169",ＤＡＺＮ
2019,Ｊ３,第４節第２日,03/31(日),13:03,秋田,0-0,長野,秋田陸,"3,393",ＤＡＺＮ／秋田テレビ
2019,Ｊ３,第４節第２日,03/31(日),13:03,福島,2-1,Ｆ東23,とうスタ,703,ＤＡＺＮ
2019,Ｊ３,第４節第２日,03/31(日),13:03,YS横浜,0-5,Ｇ大23,ニッパツ,"1,393",ＤＡＺＮ
2019,Ｊ３,第４節第２日,03/31(日),13:03,岩手,0-1,熊本,いわスタ,708,ＤＡＺＮ
2019,Ｊ３,第４節第２日,03/31(日),13:03,鳥取,1-1,富山,チュスタ,"1,943",ＤＡＺＮ
2019,Ｊ３,第４節第２日,03/31(日),14:03,北九州,2-1,相模原,ミクスタ,"4,944",ＤＡＺＮ
2019,Ｊ２,第７節第１日,04/03(水),19:03,鹿児島,0-3,金沢,白波スタ,"4,079",ＤＡＺＮ／南日本放送
