年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
2012,Ｊ１,第３２節第１日,11/17(土),17:03,札幌,2-3,鳥栖,札幌ド,"10,266",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３２節第１日,11/17(土),17:03,Ｃ大阪,1-3,大宮,金鳥スタ,"9,765",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３２節第１日,11/17(土),17:04,Ｆ東京,0-1,神戸,味スタ,"17,454",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）／ＴＯＫＹＯ　ＭＸ
2012,Ｊ１,第３２節第１日,11/17(土),17:04,清水,1-3,Ｇ大阪,アウスタ,"12,391",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１昇格ＰＯ,準決勝,11/18(日),14:03,横浜FC,0-4,千葉,ニッパ球,"10,594",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１昇格ＰＯ,準決勝,11/18(日),14:04,京都,0-4,大分,西京極,"10,760",スカパー！／スカパー！プレミアムサービス／ＮＨＫ京都／ＮＨＫ大分
2012,Ｊ１昇格ＰＯ,決勝,11/23(金・祝),13:05,大分,1-0,千葉,国立,"27,433",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＮＨＫ大分
2012,Ｊ１,第３３節第１日,11/24(土),14:33,名古屋,1-2,鹿島,豊田ス,"23,892",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３３節第１日,11/24(土),14:33,Ｇ大阪,2-2,Ｆ東京,万博,"19,393",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３３節第１日,11/24(土),14:34,仙台,0-1,新潟,ユアスタ,"18,526",スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／ＮＨＫ　ＢＳ１（録）
2012,Ｊ１,第３３節第１日,11/24(土),14:35,鳥栖,3-1,浦和,ベアスタ,"22,116",スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀
2012,Ｊ１,第３３節第１日,11/24(土),14:36,広島,4-1,Ｃ大阪,広島ビ,"32,724",スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合
2012,Ｊ１,第３３節第１日,11/24(土),17:33,大宮,2-0,磐田,ＮＡＣＫ,"12,126",スカパー！／スカパー！プレミアムサービス／テレ玉
2012,Ｊ１,第３３節第１日,11/24(土),17:33,柏,1-0,神戸,柏,"12,406",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３３節第１日,11/24(土),17:33,川崎Ｆ,2-1,清水,等々力,"19,916",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３３節第１日,11/24(土),17:34,札幌,0-2,横浜FM,札幌ド,"19,587",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３４節第１日,12/01(土),15:33,横浜FM,1-0,鳥栖,日産ス,"26,642",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３４節第１日,12/01(土),15:33,新潟,4-1,札幌,東北電ス,"28,055",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）／ＮＨＫ新潟
2012,Ｊ１,第３４節第１日,12/01(土),15:34,浦和,2-0,名古屋,埼玉,"51,879",スカパー！／スカパー！プレミアムサービス／ＢＳ－ＴＢＳ／テレ玉
2012,Ｊ１,第３４節第１日,12/01(土),15:34,Ｆ東京,6-2,仙台,味スタ,"30,944",スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ
2012,Ｊ１,第３４節第１日,12/01(土),15:34,清水,0-0,大宮,アウスタ,"14,729",スカパー！／スカパー！プレミアムサービス／テレビ静岡
2012,Ｊ１,第３４節第１日,12/01(土),15:34,磐田,2-1,Ｇ大阪,ヤマハ,"14,389",スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合
2012,Ｊ１,第３４節第１日,12/01(土),15:34,Ｃ大阪,2-2,川崎Ｆ,長居,"18,487",スカパー！／スカパー！プレミアムサービス
2012,Ｊ１,第３４節第１日,12/01(土),15:34,神戸,0-1,広島,ホームズ,"22,224",スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＮＨＫ広島
2012,Ｊ１,第３４節第１日,12/01(土),15:35,鹿島,2-0,柏,カシマ,"19,141",スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸
2006,ゼロックススーパーカップ,,02/25(土),13:37,Ｇ大阪,1-3,浦和,国立,"35,674",日本テレビ
2006,Ｊ１,第１節第１日,03/04(土),16:04,Ｇ大阪,1-1,浦和,万博,"20,916",ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第１節第１日,03/04(土),14:04,柏,1-1,湘南,柏,"9,094",スカイパーフェクＴＶ！／千葉テレビ（録）
2006,Ｊ２,第１節第１日,03/04(土),14:04,東京Ｖ,4-1,徳島,国立,"7,587",スカイパーフェクＴＶ！／日本テレビ（録）／四国放送（録）
2006,Ｊ２,第１節第１日,03/04(土),14:04,神戸,0-3,草津,神戸ウイ,"7,030",スカイパーフェクＴＶ！／ＮＨＫ神戸（録）
2006,Ｊ２,第１節第１日,03/04(土),14:04,愛媛,1-0,横浜FC,愛媛陸,"10,922",ＮＨＫ松山／スカイパーフェクＴＶ！
2006,Ｊ２,第１節第１日,03/04(土),14:04,鳥栖,0-1,札幌,鳥栖,"15,572",スカイパーフェクＴＶ！
2006,Ｊ２,第１節第１日,03/04(土),14:05,水戸,1-1,山形,笠松,"6,174",ＮＨＫ水戸＊／スカイパーフェクＴＶ！／ＮＨＫ山形（録）
2006,Ｊ１,第１節第２日,03/05(日),13:00,甲府,0-2,清水,小瀬,"14,277",山梨放送／テレビ静岡（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１節第２日,03/05(日),13:35,Ｆ東京,2-0,大分,味スタ,"22,531",ＢＳ－ｉ／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１節第２日,03/05(日),14:04,磐田,1-1,福岡,静岡,"28,564",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第１節第２日,03/05(日),14:04,名古屋,3-2,Ｃ大阪,瑞穂陸,"17,199",スカイパーフェクＴＶ！／ＮＨＫ名古屋（録）／ＮＨＫ大阪（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１節第２日,03/05(日),15:00,川崎Ｆ,6-0,新潟,等々力,"17,444",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１節第２日,03/05(日),15:03,大宮,4-2,千葉,埼玉,"13,085",テレビ埼玉／ＢＳ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１節第２日,03/05(日),15:06,広島,3-4,鹿島,広島ビ,"17,564",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第１節第２日,03/05(日),15:35,横浜FM,4-1,京都,日産ス,"23,607",ＢＳ－ｉ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第２節第１日,03/11(土),14:04,浦和,3-1,磐田,埼玉,"56,512",ＴＢＳ（単）／静岡放送／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第２節第１日,03/11(土),15:02,千葉,2-2,甲府,フクアリ,"11,896",スカイパーフェクＴＶ！／千葉テレビ（録）／山梨放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第２節第１日,03/11(土),15:04,新潟,2-0,Ｆ東京,新潟ス,"40,266",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第２節第１日,03/11(土),15:04,清水,2-0,名古屋,日本平,"13,054",テレビ静岡／Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第２節第１日,03/11(土),16:03,鹿島,0-3,横浜FM,カシマ,"22,454",ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第２節第１日,03/11(土),16:06,京都,2-7,川崎Ｆ,西京極,"7,921",ＮＨＫ大阪／ＢＳ－ｉ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第２節第１日,03/11(土),19:04,福岡,1-1,大宮,博多球,"12,040",ＢＳ／テレビ西日本（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第２節第１日,03/11(土),13:04,湘南,2-0,東京Ｖ,平塚,"10,723",スカイパーフェクＴＶ！
2006,Ｊ２,第２節第１日,03/11(土),14:04,札幌,0-1,水戸,札幌ド,"16,858",ＮＨＫ札幌／ＮＨＫ水戸＊／スカイパーフェクＴＶ！
2006,Ｊ２,第２節第１日,03/11(土),14:04,草津,0-4,柏,群馬陸,"5,238",群馬テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第２節第１日,03/11(土),14:04,横浜FC,0-0,鳥栖,三ツ沢,"4,124",スカイパーフェクＴＶ！
2006,Ｊ２,第２節第１日,03/11(土),14:04,神戸,1-0,愛媛,神戸ウイ,"3,892",スカイパーフェクＴＶ！
2006,Ｊ２,第２節第１日,03/11(土),14:04,徳島,0-4,仙台,鳴門,"4,316",ＮＨＫ徳島／スカイパーフェクＴＶ！
2006,Ｊ１,第２節第２日,03/12(日),14:06,大分,1-1,広島,九石ド,"17,043",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第２節第２日,03/12(日),15:06,Ｃ大阪,1-6,Ｇ大阪,長居,"30,561",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,サテライトリーグ Ａグループ,第１日,03/12(日),14:00,浦和,1-5,川崎Ｆ,駒場,"2,424",
2006,サテライトリーグ Ｂグループ,第１日,03/12(日),14:01,Ｆ東京,1-1,鹿島,夢の島,"1,013",
2006,サテライトリーグ Ｄグループ,第１日,03/12(日),14:00,清水,4-0,名古屋,三保Ｇ,392,
2006,サテライトリーグ Ｅグループ,第１日,03/12(日),15:04,福岡,0-1,鳥栖,島原陸,"1,200",
2006,Ｊ１,第３節第１日,03/18(土),14:03,磐田,1-1,京都,ヤマハ,"10,560",静岡放送／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第３節第１日,03/18(土),14:04,Ｆ東京,0-1,清水,味スタ,"19,011",ＢＳ－ｉ／ＭＸテレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第３節第１日,03/18(土),14:05,広島,1-4,浦和,広島ビ,"16,742",ＮＨＫ広島／スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第３節第１日,03/18(土),15:01,大宮,1-2,新潟,埼玉,"9,368",テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第３節第１日,03/18(土),15:04,甲府,1-0,川崎Ｆ,小瀬,"9,082",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第３節第１日,03/18(土),15:33,名古屋,0-0,鹿島,豊田ス,"22,651",名古屋テレビ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第３節第１日,03/18(土),16:04,千葉,2-2,福岡,フクアリ,"8,567",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第３節第１日,03/18(土),16:05,横浜FM,3-1,Ｃ大阪,日産ス,"19,307",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第３節第１日,03/18(土),19:04,Ｇ大阪,1-3,大分,万博,"8,388",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第３節第１日,03/18(土),14:03,水戸,3-0,湘南,笠松,"2,137",ＮＨＫ水戸＊／スカイパーフェクＴＶ！
2006,Ｊ２,第３節第１日,03/18(土),14:04,仙台,0-1,柏,ユアスタ,"18,325",ＮＨＫ仙台／スカイパーフェクＴＶ！
2006,Ｊ２,第３節第１日,03/18(土),14:04,山形,0-1,札幌,山形県,"6,149",スカイパーフェクＴＶ！
2006,Ｊ２,第３節第１日,03/18(土),14:04,東京Ｖ,1-0,愛媛,駒沢,"4,196",スカイパーフェクＴＶ！
2006,Ｊ２,第３節第１日,03/18(土),14:04,徳島,1-1,横浜FC,鳴門,"6,970",ＮＨＫ徳島／スカイパーフェクＴＶ！
2006,Ｊ２,第３節第１日,03/18(土),14:04,鳥栖,1-3,神戸,鳥栖,"4,836",スカイパーフェクＴＶ！
2006,Ｊ１,第４節第１日,03/21(火・祝),14:04,鹿島,3-1,甲府,カシマ,"14,815",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),14:04,福岡,0-1,名古屋,博多球,"8,585",ＮＨＫ福岡／ＮＨＫ名古屋／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),15:01,新潟,0-2,磐田,新潟ス,"37,585",新潟テレビ２１／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,浦和,3-0,Ｃ大阪,埼玉,"43,815",ＢＳ／テレビ埼玉（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,清水,1-2,千葉,日本平,"12,114",テレビ静岡／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),15:04,大分,1-2,横浜FM,九石ド,"17,341",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第４節第１日,03/21(火・祝),16:04,川崎Ｆ,2-2,Ｆ東京,等々力,"14,191",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第４節第１日,03/21(火・祝),19:04,京都,2-2,広島,西京極,"5,556",ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第４節第１日,03/21(火・祝),13:04,湘南,1-0,仙台,平塚,"6,826",スカイパーフェクＴＶ！
2006,Ｊ２,第４節第１日,03/21(火・祝),14:03,愛媛,2-1,札幌,愛媛陸,"4,214",あいテレビ／スカイパーフェクＴＶ！／北海道放送（録）
2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,草津,0-2,徳島,群馬陸,"2,439",群馬テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,柏,2-0,鳥栖,柏,"6,703",スカイパーフェクＴＶ！／千葉テレビ（録）
2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,横浜FC,1-0,山形,三ツ沢,"4,203",スカイパーフェクＴＶ！
2006,Ｊ２,第４節第１日,03/21(火・祝),14:04,神戸,4-0,水戸,神戸ウイ,"3,764",スカイパーフェクＴＶ！
2006,Ｊ１,第５節第１日,03/25(土),15:00,大宮,1-0,清水,駒場,"7,354",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),15:02,Ｃ大阪,3-1,新潟,長居,"9,442",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),15:04,磐田,1-2,川崎Ｆ,ヤマハ,"11,835",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),15:04,広島,1-3,Ｇ大阪,広島ビ,"13,067",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第５節第１日,03/25(土),15:34,横浜FM,1-3,浦和,日産ス,"50,572",ＴＢＳ（単）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),18:05,甲府,1-1,福岡,小瀬,"8,604",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第１日,03/25(土),19:04,千葉,0-1,鹿島,フクアリ,"16,546",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第５節第１日,03/25(土),13:04,札幌,0-1,横浜FC,室蘭,"5,065",スカイパーフェクＴＶ！
2006,Ｊ２,第５節第１日,03/25(土),14:03,山形,2-3,東京Ｖ,山形県,"6,115",山形テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第５節第１日,03/25(土),14:04,仙台,3-1,愛媛,ユアスタ,"12,812",スカイパーフェクＴＶ！
2006,Ｊ２,第５節第１日,03/25(土),14:04,水戸,0-1,柏,笠松,"3,576",ＮＨＫ水戸＊／スカイパーフェクＴＶ！
2006,Ｊ２,第５節第１日,03/25(土),14:04,徳島,3-0,神戸,鳴門,"3,226",スカイパーフェクＴＶ！
2006,Ｊ１,第５節第２日,03/26(日),14:05,名古屋,0-3,大分,瑞穂陸,"11,878",ＢＳ－ｉ／中京テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第５節第２日,03/26(日),16:04,Ｆ東京,2-1,京都,味スタ,"17,033",ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第５節第２日,03/26(日),14:04,鳥栖,2-1,草津,鳥栖,"4,865",スカイパーフェクＴＶ！
2006,サテライトリーグ Ａグループ,第２日,03/26(日),15:02,仙台,0-1,札幌,ユアスタ,"3,200",
2006,サテライトリーグ Ｂグループ,第２日,03/26(日),14:00,鹿島,1-2,山形,成田,859,
2006,サテライトリーグ Ｅグループ,第２日,03/26(日),14:00,Ｃ大阪,1-1,神戸,南津守,450,
2006,Ｊ１,第４節第２日,03/29(水),19:02,Ｇ大阪,3-1,大宮,万博,"9,019",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,ＹＮＣ 予選Ａグループ,第１日,03/29(水),18:59,横浜FM,1-0,福岡,三ツ沢,"7,067",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ａグループ,第１日,03/29(水),19:01,浦和,2-0,Ｆ東京,駒場,"16,065",フジテレビ７３９／テレビ埼玉（録）
2006,ＹＮＣ 予選Ｂグループ,第１日,03/29(水),19:00,鹿島,4-1,大分,カシマ,"4,664",
2006,ＹＮＣ 予選Ｂグループ,第１日,03/29(水),19:00,京都,3-4,川崎Ｆ,西京極,"3,093",
2006,ＹＮＣ 予選Ｃグループ,第１日,03/29(水),19:00,千葉,2-1,広島,フクアリ,"5,517",
2006,ＹＮＣ 予選Ｃグループ,第１日,03/29(水),19:00,新潟,3-3,清水,新潟ス,"25,666",
2006,ＹＮＣ 予選Ｄグループ,第１日,03/29(水),19:00,Ｃ大阪,1-0,磐田,長居,"5,461",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｄグループ,第１日,03/29(水),19:01,名古屋,1-3,甲府,瑞穂陸,"4,301",
2006,Ｊ１,第６節第１日,04/01(土),15:02,横浜FM,1-1,Ｆ東京,日産ス,"20,977",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第１日,04/01(土),15:04,Ｃ大阪,2-3,甲府,長居,"6,282",ＮＨＫ甲府／ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第１日,04/01(土),19:04,清水,2-3,Ｇ大阪,日本平,"10,661",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第６節第１日,04/01(土),13:04,草津,3-1,山形,群馬陸,"2,513",スカイパーフェクＴＶ！／群馬テレビ（録）
2006,Ｊ２,第６節第１日,04/01(土),14:04,東京Ｖ,2-3,柏,味スタ,"9,733",スカイパーフェクＴＶ！／日本テレビ（録）
2006,Ｊ２,第６節第１日,04/01(土),14:04,横浜FC,2-0,水戸,三ツ沢,"3,073",スカイパーフェクＴＶ！
2006,Ｊ２,第６節第１日,04/01(土),14:04,湘南,0-1,鳥栖,平塚,"4,029",スカイパーフェクＴＶ！
2006,Ｊ２,第６節第１日,04/01(土),14:04,愛媛,1-0,徳島,愛媛陸,"4,110",ＮＨＫ松山／ＮＨＫ徳島／スカイパーフェクＴＶ！
2006,Ｊ２,第６節第１日,04/01(土),15:04,神戸,0-1,仙台,神戸ウイ,"5,127",スカイパーフェクＴＶ！
2006,Ｊ１,第６節第２日,04/02(日),14:04,京都,2-1,福岡,西京極,"3,670",ＢＳ－ｉ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),15:00,川崎Ｆ,2-2,千葉,等々力,"10,316",Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),15:04,鹿島,2-1,大宮,カシマ,"11,747",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第６節第２日,04/02(日),15:04,新潟,1-1,広島,新潟ス,"34,071",ＮＨＫ新潟／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),15:04,大分,1-2,磐田,九石ド,"17,406",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第６節第２日,04/02(日),16:04,浦和,0-0,名古屋,埼玉,"44,625",テレビ埼玉／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,サテライトリーグ Ｄグループ,第２日,04/02(日),13:59,甲府,2-3,清水,富士北麓,293,
2006,ＹＮＣ 予選Ｄグループ,第２日,04/05(水),19:00,磐田,2-1,大宮,ヤマハ,"6,956",
2006,Ｊ２,第７節第１日,04/05(水),19:04,札幌,3-0,草津,札幌ド,"12,654",スカイパーフェクＴＶ！
2006,Ｊ２,第７節第１日,04/05(水),19:04,仙台,3-0,鳥栖,ユアスタ,"11,431",スカイパーフェクＴＶ！
2006,Ｊ２,第７節第１日,04/05(水),19:04,山形,0-0,神戸,山形県,"2,401",スカイパーフェクＴＶ！
2006,Ｊ２,第７節第１日,04/05(水),19:04,柏,1-0,愛媛,柏,"4,464",千葉テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第７節第１日,04/05(水),19:04,徳島,1-1,湘南,鳴門,"2,163",スカイパーフェクＴＶ！
2006,Ｊ２,第７節第１日,04/05(水),19:05,水戸,0-1,東京Ｖ,笠松,"1,686",スカイパーフェクＴＶ！
2006,Ｊ１,第７節第１日,04/08(土),14:00,甲府,0-4,新潟,松本,"14,599",山梨放送／テレビ信州／テレビ新潟／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),15:02,千葉,2-1,Ｃ大阪,フクアリ,"8,770",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),15:04,名古屋,1-1,京都,豊田ス,"15,311",ＢＳ／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),15:04,広島,1-3,川崎Ｆ,広島ビ,"7,418",Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第７節第１日,04/08(土),15:05,大宮,2-1,横浜FM,駒場,"8,370",ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),16:03,Ｆ東京,3-1,磐田,味スタ,"24,214",ＮＨＫ総合／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第１日,04/08(土),19:04,Ｇ大阪,1-0,鹿島,万博,"17,967",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第８節第１日,04/08(土),13:04,湘南,1-1,山形,平塚,"3,828",スカイパーフェクＴＶ！
2006,Ｊ２,第８節第１日,04/08(土),14:03,愛媛,1-1,水戸,愛媛陸,"2,422",スカイパーフェクＴＶ！
2006,Ｊ２,第８節第１日,04/08(土),14:04,草津,0-0,仙台,群馬陸,"2,778",スカイパーフェクＴＶ！／群馬テレビ（録）
2006,Ｊ２,第８節第１日,04/08(土),14:04,横浜FC,2-0,柏,三ツ沢,"4,328",スカイパーフェクＴＶ！
2006,Ｊ２,第８節第１日,04/08(土),14:04,鳥栖,1-2,東京Ｖ,鳥栖,"8,604",ＮＨＫ佐賀／スカイパーフェクＴＶ！
2006,Ｊ２,第８節第１日,04/08(土),15:04,神戸,1-2,札幌,神戸ウイ,"8,233",スカイパーフェクＴＶ！
2006,Ｊ１,第７節第２日,04/09(日),13:04,清水,4-1,大分,日本平,"10,039",静岡放送／ＢＳ－ｉ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第７節第２日,04/09(日),15:05,福岡,0-1,浦和,博多球,"21,545",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,サテライトリーグ Ａグループ,第３日,04/09(日),14:00,大宮,2-0,札幌,鴻巣,533,
2006,サテライトリーグ Ｃグループ,第１日,04/09(日),14:00,柏,0-3,千葉,柏,"1,212",
2006,サテライトリーグ Ｅグループ,第３日,04/09(日),14:02,京都,3-2,神戸,東城陽Ｇ,331,
2006,ＹＮＣ 予選Ａグループ,第２日,04/12(水),19:00,浦和,3-1,福岡,駒場,"14,695",テレビ埼玉／フジテレビ７３９（録）
2006,ＹＮＣ 予選Ａグループ,第２日,04/12(水),19:00,横浜FM,2-0,Ｆ東京,三ツ沢,"10,401",
2006,ＹＮＣ 予選Ｂグループ,第２日,04/12(水),19:00,鹿島,3-1,川崎Ｆ,カシマ,"4,455",フジテレビ７３９
2006,ＹＮＣ 予選Ｂグループ,第２日,04/12(水),19:00,大分,2-1,京都,九石ド,"8,311",
2006,ＹＮＣ 予選Ｃグループ,第２日,04/12(水),19:00,千葉,3-2,新潟,フクアリ,"5,298",フジテレビ７３９（録）
2006,ＹＮＣ 予選Ｃグループ,第２日,04/12(水),19:00,清水,2-2,広島,日本平,"5,407",
2006,ＹＮＣ 予選Ｄグループ,第３日,04/12(水),19:00,甲府,2-2,磐田,小瀬,"8,062",
2006,ＹＮＣ 予選Ｄグループ,第３日,04/12(水),19:00,Ｃ大阪,1-1,名古屋,長居,"4,460",
2006,Ｊ１,第８節第１日,04/15(土),15:02,鹿島,3-1,清水,カシマ,"12,361",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:04,Ｃ大阪,0-0,福岡,長居,"10,421",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:04,大分,3-2,甲府,九石ド,"15,138",ＮＨＫ大分／ＮＨＫ甲府／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:05,浦和,3-0,京都,埼玉,"40,657",ＢＳ－ｉ／テレビ埼玉（録）／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),15:34,新潟,2-1,名古屋,新潟ス,"39,322",新潟総合テレビ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ１,第８節第１日,04/15(土),16:04,Ｆ東京,2-3,千葉,味スタ,"21,190",ＭＸテレビ／Ｊ　ＳＰＯＲＴＳ
2006,Ｊ１,第８節第１日,04/15(土),19:04,横浜FM,3-4,Ｇ大阪,日産ス,"28,885",ＢＳ／Ｊ　ＳＰＯＲＴＳ（録）
2006,Ｊ２,第９節第１日,04/15(土),13:03,札幌,4-1,湘南,札幌ド,"14,102",北海道テレビ／スカイパーフェクＴＶ！
2006,Ｊ２,第９節第１日,04/15(土),14:04,仙台,0-0,横浜FC,ユアスタ,"14,720",東北放送／スカイパーフェクＴＶ！
2006,Ｊ２,第９節第１日,04/15(土),14:04,山形,2-1,徳島,山形県,"3,446",スカイパーフェクＴＶ！
2006,Ｊ２,第９節第１日,04/15(土),14:04,東京Ｖ,3-2,草津,国立,"5,223",スカイパーフェクＴＶ！
